Conversion ID,Activity DateTime,Activity,Conversion Referrer,ORD Value,Interaction DateTime,Interaction Number,Placement,Feed 1 - Reporting label,Feed 1 - Unique ID,Interaction Type,Advertiser,Advertiser ID,Campaign,Campaign ID,Site CM360,URL,GCLID,encryptedUserId,DCLID,matchID,Total Conversions,Total Revenue
1000000000000000023,4/12/2026 20:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/12/2026 8:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900023,Google Search,https://atw.5555.co.il/login,Cj0KCQ000023,u0000230000000023,,,1,90
1000000000000000024,4/19/2026 9:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/18/2026 21:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900024,Google Search,https://atw.5555.co.il/login,Cj0KCQ000024,u0000240000000024,,,1,90
1000000000000000025,4/26/2026 10:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/25/2026 22:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900025,Google Search,https://atw.5555.co.il/login,Cj0KCQ000025,u0000250000000025,,,1,90
1000000000000000026,4/3/2026 11:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/2/2026 23:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900026,Google Search,https://atw.5555.co.il/login,Cj0KCQ000026,u0000260000000026,,,1,90
1000000000000000027,4/10/2026 12:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/10/2026 0:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900027,Google Search,https://atw.5555.co.il/login,Cj0KCQ000027,u0000270000000027,,,1,90
1000000000000000028,4/17/2026 13:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/17/2026 1:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900028,Google Search,https://atw.5555.co.il/login,Cj0KCQ000028,u0000280000000028,,,1,90
1000000000000000029,4/24/2026 14:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/24/2026 2:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900029,Google Search,https://atw.5555.co.il/login,Cj0KCQ000029,u0000290000000029,,,1,90
1000000000000000030,4/1/2026 15:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/1/2026 3:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900030,Google Search,https://atw.5555.co.il/login,Cj0KCQ000030,u0000300000000030,,,1,90
1000000000000000031,4/8/2026 16:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/7/2026 16:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900031,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000031,u0000310000000031,,,1,85
1000000000000000032,4/15/2026 17:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/14/2026 17:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900032,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000032,u0000320000000032,,,1,85
1000000000000000033,4/22/2026 18:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/21/2026 18:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900033,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000033,u0000330000000033,,,1,85
1000000000000000034,4/29/2026 19:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/28/2026 19:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900034,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000034,u0000340000000034,,,1,85
1000000000000000035,4/6/2026 20:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/5/2026 20:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900035,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000035,u0000350000000035,,,1,85
1000000000000000036,4/13/2026 9:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/12/2026 9:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900036,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000036,u0000360000000036,,,1,85
1000000000000000037,4/20/2026 10:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/19/2026 10:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900037,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000037,u0000370000000037,,,1,85
1000000000000000038,4/27/2026 11:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/26/2026 11:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900038,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000038,u0000380000000038,,,1,85
1000000000000000039,4/4/2026 12:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/3/2026 12:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900039,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000039,u0000390000000039,,,1,85
1000000000000000040,4/11/2026 13:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/10/2026 13:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900040,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000040,u0000400000000040,,,1,85
1000000000000000041,4/18/2026 14:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/17/2026 14:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900041,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000041,u0000410000000041,,,1,85
1000000000000000042,4/25/2026 15:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/24/2026 15:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900042,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000042,u0000420000000042,,,1,85
1000000000000000043,4/2/2026 16:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/1/2026 16:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900043,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000043,u0000430000000043,,,1,85
1000000000000000044,4/9/2026 17:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/8/2026 17:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900044,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000044,u0000440000000044,,,1,85
1000000000000000045,4/16/2026 18:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/15/2026 18:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900045,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000045,u0000450000000045,,,1,85
1000000000000000046,4/23/2026 19:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/22/2026 19:00,1,Bing-Brand_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Bing_Brand_Search,34900046,Bing Search,https://atw.5555.co.il/login,Cj0KCQ000046,u0000460000000046,,,1,85
1000000000000000047,4/30/2026 20:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/27/2026 20:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900047,Meta,https://atw.5555.co.il/login,Cj0KCQ000047,u0000470000000047,,,0,0
1000000000000000047,4/30/2026 20:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/30/2026 20:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900047,Google Search,https://atw.5555.co.il/login,Cj0KCQ000047,u0000470000000047,,,1,140
1000000000000000048,4/7/2026 9:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/4/2026 9:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900048,Meta,https://atw.5555.co.il/login,Cj0KCQ000048,u0000480000000048,,,0,0
1000000000000000048,4/7/2026 9:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/7/2026 9:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900048,Google Search,https://atw.5555.co.il/login,Cj0KCQ000048,u0000480000000048,,,1,140
1000000000000000049,4/14/2026 10:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/11/2026 10:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900049,Meta,https://atw.5555.co.il/login,Cj0KCQ000049,u0000490000000049,,,0,0
1000000000000000049,4/14/2026 10:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/14/2026 10:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900049,Google Search,https://atw.5555.co.il/login,Cj0KCQ000049,u0000490000000049,,,1,140
1000000000000000050,4/21/2026 11:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/18/2026 11:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900000,Meta,https://atw.5555.co.il/login,Cj0KCQ000050,u0000500000000050,,,0,0
1000000000000000050,4/21/2026 11:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/21/2026 11:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900000,Google Search,https://atw.5555.co.il/login,Cj0KCQ000050,u0000500000000050,,,1,140
1000000000000000051,4/28/2026 12:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/25/2026 12:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900001,Meta,https://atw.5555.co.il/login,Cj0KCQ000051,u0000510000000051,,,0,0
1000000000000000051,4/28/2026 12:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/28/2026 12:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900001,Google Search,https://atw.5555.co.il/login,Cj0KCQ000051,u0000510000000051,,,1,140
1000000000000000052,4/5/2026 13:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/2/2026 13:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900002,Meta,https://atw.5555.co.il/login,Cj0KCQ000052,u0000520000000052,,,0,0
1000000000000000052,4/5/2026 13:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/5/2026 13:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900002,Google Search,https://atw.5555.co.il/login,Cj0KCQ000052,u0000520000000052,,,1,140
1000000000000000053,4/12/2026 14:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/9/2026 14:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900003,Meta,https://atw.5555.co.il/login,Cj0KCQ000053,u0000530000000053,,,0,0
1000000000000000053,4/12/2026 14:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/12/2026 14:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900003,Google Search,https://atw.5555.co.il/login,Cj0KCQ000053,u0000530000000053,,,1,140
1000000000000000054,4/19/2026 15:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/16/2026 15:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900004,Meta,https://atw.5555.co.il/login,Cj0KCQ000054,u0000540000000054,,,0,0
1000000000000000054,4/19/2026 15:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/19/2026 15:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900004,Google Search,https://atw.5555.co.il/login,Cj0KCQ000054,u0000540000000054,,,1,140
1000000000000000055,4/26/2026 16:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/23/2026 16:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900005,Meta,https://atw.5555.co.il/login,Cj0KCQ000055,u0000550000000055,,,0,0
1000000000000000055,4/26/2026 16:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/26/2026 16:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900005,Google Search,https://atw.5555.co.il/login,Cj0KCQ000055,u0000550000000055,,,1,140
1000000000000000056,4/3/2026 17:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,3/31/2026 17:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900006,Meta,https://atw.5555.co.il/login,Cj0KCQ000056,u0000560000000056,,,0,0
1000000000000000056,4/3/2026 17:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/3/2026 17:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900006,Google Search,https://atw.5555.co.il/login,Cj0KCQ000056,u0000560000000056,,,1,140
1000000000000000057,4/10/2026 18:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/7/2026 18:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900007,Meta,https://atw.5555.co.il/login,Cj0KCQ000057,u0000570000000057,,,0,0
1000000000000000057,4/10/2026 18:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/10/2026 18:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900007,Google Search,https://atw.5555.co.il/login,Cj0KCQ000057,u0000570000000057,,,1,140
1000000000000000058,4/17/2026 19:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/14/2026 19:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900008,Meta,https://atw.5555.co.il/login,Cj0KCQ000058,u0000580000000058,,,0,0
1000000000000000058,4/17/2026 19:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/17/2026 19:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900008,Google Search,https://atw.5555.co.il/login,Cj0KCQ000058,u0000580000000058,,,1,140
1000000000000000059,4/24/2026 20:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/21/2026 20:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900009,Meta,https://atw.5555.co.il/login,Cj0KCQ000059,u0000590000000059,,,0,0
1000000000000000059,4/24/2026 20:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/24/2026 20:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900009,Google Search,https://atw.5555.co.il/login,Cj0KCQ000059,u0000590000000059,,,1,140
1000000000000000060,4/1/2026 9:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,3/29/2026 9:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900010,Meta,https://atw.5555.co.il/login,Cj0KCQ000060,u0000600000000060,,,0,0
1000000000000000060,4/1/2026 9:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/1/2026 9:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900010,Google Search,https://atw.5555.co.il/login,Cj0KCQ000060,u0000600000000060,,,1,140
1000000000000000061,4/8/2026 10:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/5/2026 10:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900011,Meta,https://atw.5555.co.il/login,Cj0KCQ000061,u0000610000000061,,,0,0
1000000000000000061,4/8/2026 10:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/8/2026 10:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900011,Google Search,https://atw.5555.co.il/login,Cj0KCQ000061,u0000610000000061,,,1,140
1000000000000000062,4/15/2026 11:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/12/2026 11:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900012,Meta,https://atw.5555.co.il/login,Cj0KCQ000062,u0000620000000062,,,0,0
1000000000000000062,4/15/2026 11:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/15/2026 11:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900012,Google Search,https://atw.5555.co.il/login,Cj0KCQ000062,u0000620000000062,,,1,140
1000000000000000063,4/22/2026 12:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/19/2026 12:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900013,Meta,https://atw.5555.co.il/login,Cj0KCQ000063,u0000630000000063,,,0,0
1000000000000000063,4/22/2026 12:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/22/2026 12:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900013,Google Search,https://atw.5555.co.il/login,Cj0KCQ000063,u0000630000000063,,,1,140
1000000000000000064,4/29/2026 13:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/26/2026 13:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900014,Meta,https://atw.5555.co.il/login,Cj0KCQ000064,u0000640000000064,,,0,0
1000000000000000064,4/29/2026 13:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/29/2026 13:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900014,Google Search,https://atw.5555.co.il/login,Cj0KCQ000064,u0000640000000064,,,1,140
1000000000000000065,4/6/2026 14:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/3/2026 14:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900015,Meta,https://atw.5555.co.il/login,Cj0KCQ000065,u0000650000000065,,,0,0
1000000000000000065,4/6/2026 14:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/6/2026 14:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900015,Google Search,https://atw.5555.co.il/login,Cj0KCQ000065,u0000650000000065,,,1,140
1000000000000000066,4/13/2026 15:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/10/2026 15:00,2,Meta-Prospecting_Feed_1x1,,,Click,Mimun Yashir,14772170,KLG-Social_Prospecting,34900016,Meta,https://atw.5555.co.il/login,Cj0KCQ000066,u0000660000000066,,,0,0
1000000000000000066,4/13/2026 15:00,5555.co.il - Lead,https://atw.5555.co.il/progress,1,4/13/2026 15:00,1,AWO-BrandExact_Leads_BOF,,,Click,Mimun Yashir,14772170,KLG-Brand_Search_Exact,34900016,Google Search,https://atw.5555.co.il/login,Cj0KCQ000066,u0000660000000066,,,1,140
